passengerCount,tripDistance,hour_of_day,day_of_week,month_num,normalizeHolidayName,isPaidTimeOff,snowDepth,precipTime,precipDepth,temperature,totalAmount
1.0,2.34,18,5,1,None,false,0.0,1.0,0.0,2.567857142857142,11.3
1.0,1.16,10,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,6.3
1.0,7.86,0,5,1,None,false,0.0,24.0,102.0,7.808965517241381,23.9
1.0,0.93,17,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,11.62
1.0,1.14,15,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,9.36
1.0,1.88,9,5,1,None,false,0.0,24.0,102.0,7.808965517241381,9.96
1.0,1.0,1,4,1,None,false,0.0,6.0,0.0,4.571929824561403,6.3
1.0,5.3,12,4,1,None,false,0.0,1.0,0.0,4.384090909090913,21.8
3.0,1.83,3,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,9.8
1.0,4.82,10,1,1,None,false,0.0,6.0,0.0,0.1594594594594597,22.56
1.0,7.6,4,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,29.15
1.0,12.2,9,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,53.75
1.0,4.3,15,6,1,None,false,67.0909090909091,24.0,462.0,-2.702112676056339,16.8
1.0,2.91,19,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,12.3
2.0,0.56,23,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,34.99
null,2.37,16,0,1,None,false,54.411764705882355,6.0,0.0,-0.3089285714285713,16.44
1.0,1.33,1,5,1,None,false,0.0,1.0,0.0,2.567857142857142,8.3
1.0,7.0,18,3,1,None,false,0.0,6.0,0.0,3.180645161290322,27.8
1.0,1.01,19,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,9.49
1.0,0.36,14,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,4.3
2.0,2.6,8,1,1,None,false,0.0,6.0,0.0,0.1594594594594597,14.3
1.0,1.8,0,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,8.8
1.0,1.2,18,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,10.3
3.0,0.38,2,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,4.8
1.0,1.19,14,5,1,None,false,0.0,6.0,3.0,6.710273972602741,7.3
1.0,4.65,22,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,23.76
null,0.63,7,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,6.3
1.0,1.73,14,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,8.8
1.0,1.45,8,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,7.8
1.0,2.06,17,1,1,None,false,0.0,6.0,0.0,-7.20625,17.8
null,1.68,13,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,12.36
1.0,5.5,14,5,1,None,false,0.0,1.0,0.0,2.567857142857142,17.3
2.0,0.65,0,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,5.3
1.0,3.46,2,6,1,None,false,0.0,24.0,254.0,10.943654822335034,13.8
1.0,4.2,1,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,22.3
1.0,1.0,22,2,1,None,false,0.0,6.0,0.0,-2.06875,7.8
5.0,3.99,9,3,1,None,false,0.0,6.0,0.0,-1.9500000000000008,18.3
1.0,2.9,16,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,17.15
1.0,1.9,18,4,1,None,false,0.0,6.0,0.0,4.571929824561403,13.5
1.0,7.8,7,3,1,None,false,0.0,6.0,0.0,3.180645161290322,33.95
1.0,8.49,10,6,1,None,false,0.0,24.0,254.0,10.943654822335034,31.56
1.0,0.75,14,0,1,None,false,0.0,24.0,282.0,2.462499999999998,5.3
1.0,0.2,10,6,1,None,false,0.0,24.0,254.0,10.943654822335034,3.8
1.0,3.76,10,6,1,None,false,67.0909090909091,24.0,462.0,-2.702112676056339,20.76
null,1.21,10,3,1,None,false,0.0,6.0,0.0,-1.9500000000000008,9.36
5.0,1.03,2,6,1,None,false,0.0,1.0,0.0,3.846428571428569,6.3
1.0,5.1,3,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,18.8
null,1.1,21,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,7.3
1.0,7.98,20,6,1,None,false,67.0909090909091,24.0,462.0,-2.702112676056339,24.3
1.0,0.91,0,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,7.3
1.0,1.91,15,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,12.74
1.0,5.03,4,5,1,None,false,32.8421052631579,24.0,241.0,-2.7437185929648207,19.8
null,2.4,18,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,null
1.0,4.5,14,5,1,None,false,0.0,6.0,3.0,6.710273972602741,16.8
1.0,2.89,12,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,11.3
1.0,0.57,17,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,6.8
1.0,1.28,12,3,1,None,false,20.47058823529412,1.0,0.0,2.003571428571429,10.0
1.0,1.22,19,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,8.8
1.0,2.33,19,6,1,None,false,0.0,24.0,254.0,10.943654822335034,13.3
1.0,9.73,18,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,35.16
1.0,1.62,17,5,1,None,false,0.0,24.0,102.0,7.808965517241381,9.96
2.0,0.05,8,0,1,None,false,0.0,24.0,282.0,2.462499999999998,3.8
1.0,0.38,19,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,5.3
1.0,3.5,1,5,1,None,false,32.8421052631579,24.0,241.0,-2.7437185929648207,17.76
2.0,1.2,11,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,7.8
1.0,5.04,20,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,25.8
1.0,4.7,12,5,1,None,false,0.0,1.0,0.0,2.567857142857142,19.8
1.0,1.05,12,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,10.3
1.0,1.6,1,3,1,None,false,20.47058823529412,1.0,0.0,2.003571428571429,9.3
1.0,1.5,10,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,7.8
2.0,1.28,23,6,1,None,false,67.0909090909091,24.0,462.0,-2.702112676056339,9.3
1.0,2.28,22,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,14.69
1.0,3.3,22,3,1,None,false,20.47058823529412,1.0,0.0,2.003571428571429,16.0
null,2.19,9,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,10.8
1.0,7.87,9,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,24.8
1.0,3.12,12,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,13.8
null,1.45,10,0,1,None,false,0.0,24.0,282.0,2.462499999999998,7.8
5.0,1.36,18,1,1,None,false,0.0,6.0,0.0,-7.20625,9.8
1.0,0.04,22,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,8.0
1.0,2.97,21,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,11.3
1.0,0.41,20,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,5.3
1.0,0.2,21,0,1,None,false,54.411764705882355,6.0,0.0,-0.3089285714285713,4.3
1.0,0.73,10,6,1,None,false,0.0,24.0,254.0,10.943654822335034,5.3
1.0,4.0,21,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,16.8
1.0,8.64,0,3,1,None,false,0.0,6.0,0.0,3.180645161290322,33.8
1.0,1.16,14,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,8.0
1.0,2.26,13,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,10.3
1.0,0.9,13,4,1,None,false,0.0,6.0,0.0,4.571929824561403,8.15
1.0,5.5,9,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,38.84
1.0,1.1,19,2,1,None,false,0.0,6.0,0.0,-2.06875,9.95
1.0,1.1,17,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,9.8
1.0,7.96,7,2,1,None,false,0.0,6.0,0.0,-2.06875,36.36
1.0,13.02,2,5,1,None,false,32.8421052631579,24.0,241.0,-2.7437185929648207,43.8
1.0,4.33,10,2,1,None,false,0.0,6.0,0.0,-2.06875,20.3
1.0,0.88,17,5,1,None,false,0.0,6.0,3.0,6.710273972602741,8.16
1.0,5.6,20,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,21.8
1.0,6.95,11,3,1,None,false,0.0,6.0,0.0,-1.9500000000000008,35.76
1.0,1.7,1,1,1,None,false,0.0,6.0,0.0,-7.20625,8.8
1.0,0.6,19,3,1,None,false,20.47058823529412,1.0,0.0,2.003571428571429,6.8
4.0,1.21,19,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,8.5
2.0,13.12,2,1,1,None,false,43.529411764705884,6.0,0.0,3.5794642857142853,null
1.0,1.11,17,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,11.16
1.0,0.87,11,1,1,None,false,0.0,6.0,0.0,-7.20625,5.8
5.0,0.93,22,3,1,None,false,0.0,6.0,0.0,3.180645161290322,7.8
2.0,1.29,17,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,13.0
2.0,2.0,14,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,11.8
1.0,2.53,17,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,12.3
1.0,0.93,23,3,1,None,false,0.0,6.0,0.0,3.180645161290322,7.8
1.0,0.46,11,4,1,None,false,0.0,6.0,0.0,4.571929824561403,4.3
1.0,2.52,16,1,1,None,false,0.0,6.0,0.0,-7.20625,12.8
1.0,2.09,11,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,11.3
1.0,1.09,13,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,6.8
1.0,0.61,22,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,5.3
1.0,1.22,16,1,1,None,false,0.0,6.0,0.0,0.1594594594594597,14.76
1.0,1.32,2,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,7.8
1.0,0.85,23,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,6.3
3.0,2.01,17,0,1,None,false,54.411764705882355,6.0,0.0,-0.3089285714285713,23.16
1.0,0.1,15,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,4.8
1.0,1.45,13,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,11.44
null,7.85,11,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,23.8
1.0,1.52,9,1,1,None,false,0.0,6.0,0.0,-7.20625,8.76
1.0,2.24,22,0,1,None,false,54.411764705882355,6.0,0.0,-0.3089285714285713,11.31
2.0,1.85,18,6,1,None,false,67.0909090909091,24.0,462.0,-2.702112676056339,8.8
1.0,3.42,17,3,1,None,false,20.47058823529412,1.0,0.0,2.003571428571429,21.84
1.0,14.37,0,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,41.3
1.0,3.01,13,0,1,None,false,54.411764705882355,6.0,0.0,-0.3089285714285713,12.3
1.0,0.64,21,3,1,None,false,0.0,6.0,0.0,-1.9500000000000008,6.8
1.0,4.84,18,3,1,None,false,0.0,6.0,0.0,-1.9500000000000008,15.0
1.0,3.64,18,4,1,None,false,0.0,1.0,0.0,4.384090909090913,17.8
1.0,2.66,8,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,14.3
1.0,1.59,20,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,11.76
1.0,1.69,1,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,9.3
1.0,2.9,11,1,1,None,false,0.0,6.0,0.0,0.1594594594594597,14.8
1.0,1.72,16,3,1,None,false,0.0,6.0,0.0,3.180645161290322,14.76
1.0,1.14,10,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,6.8
1.0,3.35,15,2,1,None,false,0.0,6.0,0.0,-2.06875,19.3
1.0,2.1,22,5,1,None,false,0.0,24.0,102.0,7.808965517241381,11.3
1.0,1.01,23,5,1,None,false,0.0,1.0,0.0,2.567857142857142,7.56
1.0,1.27,22,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,8.3
2.0,7.98,8,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,36.08
1.0,2.77,9,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,23.5
1.0,3.3,19,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,21.35
1.0,5.59,21,6,1,None,false,0.0,24.0,254.0,10.943654822335034,19.3
1.0,0.79,16,1,1,None,false,43.529411764705884,6.0,0.0,3.5794642857142853,11.16
1.0,0.75,6,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,5.8
1.0,2.04,19,1,1,None,false,43.529411764705884,6.0,0.0,3.5794642857142853,12.96
1.0,2.9,15,6,1,None,false,67.0909090909091,24.0,462.0,-2.702112676056339,14.3
5.0,9.47,22,3,1,None,false,0.0,6.0,0.0,3.180645161290322,37.56
1.0,4.03,23,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,20.76
2.0,5.02,17,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,36.36
1.0,0.49,15,3,1,None,false,20.47058823529412,1.0,0.0,2.003571428571429,5.3
1.0,6.53,8,3,1,None,false,20.47058823529412,1.0,0.0,2.003571428571429,30.96
1.0,3.11,21,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,19.12
5.0,2.2,12,6,1,None,false,0.0,1.0,0.0,3.846428571428569,12.96
1.0,1.48,10,6,1,None,false,0.0,24.0,254.0,10.943654822335034,8.8
1.0,4.07,10,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,20.8
1.0,1.04,17,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,8.3
null,7.29,10,4,1,None,false,0.0,1.0,0.0,4.384090909090913,30.3
2.0,4.27,20,4,1,None,false,0.0,6.0,0.0,4.571929824561403,18.96
1.0,1.06,14,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,6.8
null,3.2,19,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,21.3
1.0,0.44,20,4,1,None,false,0.0,1.0,0.0,4.384090909090913,4.8
1.0,0.6,21,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,6.95
1.0,1.63,15,1,1,None,false,43.529411764705884,6.0,0.0,3.5794642857142853,9.3
1.0,0.16,9,5,1,None,false,0.0,1.0,0.0,2.567857142857142,3.3
3.0,0.8,2,5,1,None,false,32.8421052631579,24.0,241.0,-2.7437185929648207,6.8
null,2.68,2,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,12.8
1.0,0.42,7,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,4.8
1.0,0.6,18,3,1,None,false,0.0,6.0,0.0,3.180645161290322,9.3
1.0,0.8,13,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,8.15
null,1.67,22,4,1,None,false,0.0,1.0,0.0,4.384090909090913,8.8
1.0,1.33,18,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,11.16
1.0,1.68,8,3,1,None,false,0.0,6.0,0.0,-1.9500000000000008,9.8
1.0,0.33,18,3,1,None,false,20.47058823529412,1.0,0.0,2.003571428571429,5.8
6.0,4.74,23,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,18.3
1.0,6.96,15,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,23.3
1.0,14.61,13,5,1,None,false,0.0,24.0,102.0,7.808965517241381,50.84
1.0,1.4,2,6,1,None,false,0.0,24.0,254.0,10.943654822335034,10.3
5.0,1.47,1,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,9.3
1.0,1.78,13,5,1,None,false,0.0,24.0,102.0,7.808965517241381,9.8
3.0,4.92,22,2,1,None,false,0.0,6.0,0.0,-2.06875,18.48
2.0,5.6,5,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,22.3
1.0,0.4,17,1,1,None,false,43.529411764705884,6.0,0.0,3.5794642857142853,7.8
1.0,4.09,4,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,16.8
1.0,0.84,17,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,6.3
6.0,1.58,17,1,1,None,false,43.529411764705884,6.0,0.0,3.5794642857142853,10.3
1.0,5.59,15,5,1,None,false,0.0,1.0,0.0,2.567857142857142,23.5
1.0,2.2,21,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,11.3
1.0,1.2,17,3,1,None,false,0.0,6.0,0.0,-1.9500000000000008,11.0
1.0,1.23,22,3,1,None,false,20.47058823529412,1.0,0.0,2.003571428571429,8.76
1.0,0.82,14,0,1,None,false,54.411764705882355,6.0,0.0,-0.3089285714285713,6.3
1.0,1.84,15,1,1,None,false,43.529411764705884,6.0,0.0,3.5794642857142853,15.96
2.0,1.08,16,5,1,None,false,0.0,6.0,3.0,6.710273972602741,8.16
1.0,2.22,3,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,12.96
1.0,2.84,16,5,1,None,false,0.0,24.0,102.0,7.808965517241381,13.8
1.0,1.4,13,4,1,None,false,0.0,1.0,0.0,4.384090909090913,7.3
1.0,0.7,13,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,5.8
1.0,3.6,14,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,20.8
1.0,5.85,21,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,20.8
1.0,1.93,19,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,10.3
6.0,5.08,1,5,1,None,false,0.0,6.0,3.0,6.710273972602741,21.36
1.0,1.06,7,1,1,None,false,0.0,6.0,0.0,0.1594594594594597,8.76
1.0,8.1,7,1,1,None,false,43.529411764705884,6.0,0.0,3.5794642857142853,36.8
1.0,2.4,15,5,1,None,false,0.0,6.0,3.0,6.710273972602741,12.35
1.0,2.49,21,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,11.8
1.0,4.7,15,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,25.0
1.0,1.08,1,5,1,None,false,0.0,6.0,3.0,6.710273972602741,7.3
1.0,3.93,18,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,22.18
1.0,1.91,16,6,1,None,false,0.0,1.0,0.0,3.846428571428569,9.8
1.0,0.68,9,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,5.3
1.0,9.34,11,3,1,None,false,0.0,6.0,0.0,-1.9500000000000008,28.8
null,5.09,12,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,19.3
1.0,2.15,20,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,12.3
1.0,0.82,15,0,1,None,false,54.411764705882355,6.0,0.0,-0.3089285714285713,11.3
1.0,4.24,21,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,19.3
2.0,2.12,23,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,14.16
1.0,10.3,8,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,32.8
1.0,0.53,14,2,1,None,false,0.0,6.0,0.0,-2.06875,5.3
1.0,12.41,10,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,38.3
1.0,1.2,9,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,8.84
1.0,3.38,8,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,16.8
1.0,3.95,13,5,1,None,false,0.0,24.0,102.0,7.808965517241381,27.04
1.0,5.92,20,0,1,None,false,0.0,24.0,282.0,2.462499999999998,18.8
1.0,0.69,23,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,6.8
1.0,2.97,1,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,14.12
1.0,0.87,18,4,1,None,false,0.0,1.0,0.0,4.384090909090913,8.3
1.0,5.69,12,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,24.96
5.0,6.88,1,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,37.3
1.0,3.9,16,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,19.3
1.0,0.83,10,0,1,None,false,54.411764705882355,6.0,0.0,-0.3089285714285713,7.82
1.0,1.11,14,2,1,None,false,0.0,6.0,0.0,-2.06875,11.16
1.0,2.26,18,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,11.8
1.0,3.72,8,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,16.3
1.0,0.79,20,6,1,None,false,0.0,1.0,0.0,3.846428571428569,8.3
1.0,5.66,8,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,21.3
1.0,12.43,19,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,52.88
null,0.85,18,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,6.62
1.0,2.08,19,1,1,None,false,0.0,6.0,0.0,0.1594594594594597,13.3
1.0,1.31,14,1,1,None,false,0.0,6.0,0.0,-7.20625,9.8
1.0,0.6,19,3,1,None,false,20.47058823529412,1.0,0.0,2.003571428571429,6.8
1.0,4.5,22,3,1,None,false,0.0,6.0,0.0,-1.9500000000000008,23.3
1.0,5.86,1,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,23.16
1.0,2.22,13,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,12.8
3.0,1.3,23,1,1,None,false,0.0,6.0,0.0,0.1594594594594597,9.95
1.0,2.44,6,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,10.8
1.0,0.91,17,0,1,None,false,0.0,24.0,282.0,2.462499999999998,7.8
1.0,1.17,0,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,9.3
1.0,1.71,14,1,1,None,false,43.529411764705884,6.0,0.0,3.5794642857142853,11.3
1.0,2.25,18,3,1,None,false,0.0,6.0,0.0,3.180645161290322,11.8
1.0,3.71,7,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,23.76
1.0,1.16,20,5,1,None,false,0.0,24.0,102.0,7.808965517241381,9.3
1.0,0.66,23,1,1,None,false,0.0,6.0,0.0,0.1594594594594597,7.3
1.0,14.72,9,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,54.96
1.0,2.42,12,1,1,None,false,0.0,6.0,0.0,-7.20625,10.8
5.0,0.91,3,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,7.3
1.0,0.6,14,3,1,None,false,20.47058823529412,1.0,0.0,2.003571428571429,6.73
1.0,0.9,15,3,1,None,false,0.0,6.0,0.0,3.180645161290322,9.1
1.0,1.57,23,4,1,None,false,0.0,1.0,0.0,4.384090909090913,11.76
1.0,4.4,19,0,1,None,false,0.0,24.0,282.0,2.462499999999998,21.0
1.0,3.59,8,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,20.16
null,0.89,20,3,1,None,false,20.47058823529412,1.0,0.0,2.003571428571429,7.8
1.0,3.71,15,1,1,None,false,43.529411764705884,6.0,0.0,3.5794642857142853,21.36
1.0,5.6,22,1,1,None,false,0.0,6.0,0.0,0.1594594594594597,22.5
2.0,1.57,1,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,9.3
2.0,0.05,19,5,1,None,false,0.0,24.0,102.0,7.808965517241381,40.0
1.0,3.9,22,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,24.8
1.0,0.82,14,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,5.8
1.0,3.2,20,3,1,None,false,0.0,6.0,0.0,-1.9500000000000008,15.8
1.0,1.96,10,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,9.8
2.0,0.6,18,5,1,None,false,0.0,1.0,0.0,2.567857142857142,5.8
1.0,2.45,2,6,1,None,false,0.0,24.0,254.0,10.943654822335034,11.8
3.0,0.4,22,4,1,None,false,0.0,6.0,0.0,4.571929824561403,5.3
1.0,0.66,15,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,null
1.0,0.51,20,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,5.3
null,0.27,17,3,1,None,false,0.0,6.0,0.0,3.180645161290322,6.36
1.0,9.2,0,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,27.8
1.0,3.72,22,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,18.96
1.0,0.79,9,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,5.8
1.0,1.22,18,3,1,None,false,0.0,6.0,0.0,-1.9500000000000008,10.56
1.0,10.7,13,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,34.3
1.0,3.48,16,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,14.8
1.0,1.93,11,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,9.3
2.0,1.2,16,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,11.8
1.0,6.46,18,3,1,None,false,0.0,6.0,0.0,3.180645161290322,23.8
1.0,1.19,12,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,6.8
1.0,5.26,16,5,1,None,false,0.0,1.0,0.0,2.567857142857142,20.76
1.0,1.01,20,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,6.8
1.0,2.4,1,5,1,None,false,0.0,1.0,0.0,2.567857142857142,12.88
1.0,8.96,23,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,32.76
1.0,2.43,17,2,1,None,false,0.0,6.0,0.0,-2.06875,13.8
5.0,0.6,23,5,1,None,false,0.0,1.0,0.0,2.567857142857142,6.3
1.0,1.74,20,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,11.3
null,1.6,19,5,1,None,false,0.0,24.0,102.0,7.808965517241381,8.3
1.0,5.66,22,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,13.0
1.0,1.33,15,1,1,None,false,0.0,6.0,0.0,-7.20625,8.3
1.0,0.73,18,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,6.3
5.0,1.11,16,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,7.8
1.0,0.95,11,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,9.36
5.0,2.54,22,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,14.76
1.0,0.88,15,5,1,None,false,0.0,6.0,3.0,6.710273972602741,8.3
null,0.74,19,0,1,None,false,0.0,24.0,282.0,2.462499999999998,6.8
1.0,2.99,17,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,18.36
1.0,0.9,16,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,null
null,17.0,22,5,1,None,false,0.0,1.0,0.0,2.567857142857142,60.95
2.0,6.9,2,6,1,None,false,0.0,24.0,254.0,10.943654822335034,29.1
1.0,5.9,15,5,1,None,false,0.0,6.0,3.0,6.710273972602741,26.15
1.0,1.94,12,6,1,None,false,0.0,1.0,0.0,3.846428571428569,32.89
3.0,4.5,23,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,21.8
1.0,2.0,17,0,1,None,false,0.0,24.0,282.0,2.462499999999998,11.3
1.0,1.3,19,5,1,None,false,0.0,24.0,102.0,7.808965517241381,10.3
1.0,0.84,22,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,6.8
1.0,1.77,9,5,1,None,false,0.0,24.0,102.0,7.808965517241381,8.3
1.0,1.6,17,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,9.35
1.0,4.05,12,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,17.8
